City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Description
525,Lebrija,36.9208,-6.0753,58.84,87,0,3.44,ES,2022-04-01 21:27:49,clear sky
526,Banjar,-8.19,114.9675,77.79,87,96,3.47,ID,2022-04-01 21:27:50,overcast clouds
527,Buturlino,55.5667,44.8974,30.63,97,100,14.9,RU,2022-04-01 21:27:50,snow
528,Marfino,55.7028,37.3822,34.05,64,75,15.66,RU,2022-04-01 21:27:51,broken clouds
529,Vikesa,58.6376,6.0913,34.88,78,8,3.62,NO,2022-04-01 21:27:51,clear sky
530,Tateyama,34.9833,139.8667,44.1,56,69,7.05,JP,2022-04-01 21:27:52,broken clouds
531,Bud,39.447,-86.1758,45.41,59,76,9.84,US,2022-04-01 21:27:52,broken clouds
532,Saint-Prosper,46.2117,-70.4811,35.89,86,100,10.02,CA,2022-04-01 21:27:53,overcast clouds
533,Prince Rupert,54.3161,-130.3201,42.49,93,100,16.11,CA,2022-04-01 21:27:54,light rain
534,Anloga,5.7947,0.8973,83.23,83,93,13.44,GH,2022-04-01 21:27:54,overcast clouds
535,Preston,53.7667,-2.7167,40.98,81,92,2.68,GB,2022-04-01 21:26:01,overcast clouds
536,Colborne,44.0001,-77.8828,36.86,63,100,19.44,CA,2022-04-01 21:27:55,overcast clouds
537,Danilovka,50.3557,44.1168,53.49,68,100,16.26,RU,2022-04-01 21:27:55,overcast clouds
538,Doka,13.5167,35.7667,90.43,10,11,11.63,SD,2022-04-01 21:27:56,few clouds
539,Kolvereid,64.8655,11.6047,31.08,65,100,9.6,NO,2022-04-01 21:27:57,light snow
540,Ejutla De Crespo,16.5667,-96.7333,90.55,16,19,6.08,MX,2022-04-01 21:27:57,few clouds
541,Upington,-28.4478,21.2561,66.58,72,0,3.44,ZA,2022-04-01 21:27:58,clear sky
542,Lata,40.1629,-8.3327,48.92,76,1,1.39,PT,2022-04-01 21:27:58,clear sky
543,Parangan,5.0839,119.9383,81.21,77,73,7.7,PH,2022-04-01 21:27:59,broken clouds
544,Cookeville,36.1628,-85.5016,54.64,47,0,1.01,US,2022-04-01 21:23:17,clear sky
545,Svetlyy,54.675,20.1347,35.65,54,100,17.63,RU,2022-04-01 21:28:00,overcast clouds
546,Berlevag,70.8578,29.0864,26.6,63,0,21.85,NO,2022-04-01 21:28:00,clear sky
547,Mangrol,21.1167,70.1167,77.2,76,6,7.78,IN,2022-04-01 21:29:01,clear sky
548,Sovetskiy,61.3614,63.5842,14.22,95,83,4.76,RU,2022-04-01 21:29:01,broken clouds
549,Muzhi,65.3667,64.6667,9.0,85,28,7.94,RU,2022-04-01 21:29:02,scattered clouds
550,Orichi,58.4036,49.0572,21.45,92,100,5.5,RU,2022-04-01 21:29:02,overcast clouds
551,Gadung,6.8025,124.02,78.1,81,69,4.34,PH,2022-04-01 21:29:03,broken clouds
552,Boralday,43.3578,76.8594,46.26,61,40,4.47,KZ,2022-04-01 21:29:03,scattered clouds
553,Ginir,7.1333,40.7,60.91,58,14,4.85,ET,2022-04-01 21:29:04,few clouds
554,Kuldiga,56.974,21.9572,31.69,85,41,8.16,LV,2022-04-01 21:29:04,scattered clouds
555,Papara,-3.9839,-38.7273,81.0,93,86,3.33,BR,2022-04-01 21:29:05,overcast clouds
556,Kalispell,48.1958,-114.3129,48.29,42,100,13.0,US,2022-04-01 21:29:05,overcast clouds
557,Bianzhuang,34.8486,118.0447,38.86,58,23,5.79,CN,2022-04-01 21:29:06,few clouds
558,Orlik,52.5178,99.825,6.28,92,45,2.62,RU,2022-04-01 21:29:07,scattered clouds
559,Casablanca,33.5928,-7.6192,59.32,72,2,11.01,MA,2022-04-01 21:29:07,clear sky
560,Camacupa,-12.0167,17.4833,63.05,95,100,2.82,AO,2022-04-01 21:29:08,light rain
561,Shepsi,44.0361,39.1489,57.04,66,97,12.35,RU,2022-04-01 21:29:08,overcast clouds
562,Boddam,57.4667,-1.7833,37.44,96,100,2.3,GB,2022-04-01 21:29:09,overcast clouds
563,Ust-Nera,64.5667,143.2,-13.54,98,72,1.34,RU,2022-04-01 21:29:09,broken clouds
564,Worth,41.6898,-87.7973,48.11,59,40,11.5,US,2022-04-01 21:29:10,scattered clouds
565,Teknaf,20.8624,92.3058,74.89,90,4,1.45,BD,2022-04-01 21:29:11,clear sky
566,Tukrah,32.5341,20.5791,61.83,53,0,4.85,LY,2022-04-01 21:29:11,clear sky
567,Tomatlan,19.9333,-105.25,84.25,40,72,9.93,MX,2022-04-01 21:29:12,broken clouds
568,Nome,64.5011,-165.4064,26.67,63,0,3.44,US,2022-04-01 21:29:12,clear sky
569,Itarema,-2.9248,-39.9167,77.07,88,83,7.81,BR,2022-04-01 21:29:13,broken clouds
570,Tocopilla,-22.092,-70.1979,68.58,67,19,5.23,CL,2022-04-01 21:29:13,few clouds
571,Trinidad,-14.8333,-64.9,71.58,53,75,11.5,BO,2022-04-01 21:29:14,broken clouds
572,Camana,-16.6228,-72.7111,71.29,70,47,6.2,PE,2022-04-01 21:29:14,scattered clouds
573,Merauke,-8.4667,140.3333,78.85,76,99,3.04,ID,2022-04-01 21:29:15,overcast clouds
574,Oum Hadjer,13.2954,19.6966,88.56,8,7,9.91,TD,2022-04-01 21:29:16,clear sky
575,Mahajanga,-15.7167,46.3167,77.02,88,20,4.61,MG,2022-04-01 21:29:16,few clouds
576,Tendukheda,23.4,79.55,82.74,14,0,3.33,IN,2022-04-01 21:29:17,clear sky
577,Okhotsk,59.3833,143.3,4.55,74,75,15.77,RU,2022-04-01 21:29:18,broken clouds
578,Flinders,-34.5833,150.8552,61.18,78,98,13.0,AU,2022-04-01 21:29:18,overcast clouds
579,Siddharthanagar,27.5,83.45,75.85,43,0,3.42,NP,2022-04-01 21:29:19,clear sky
580,Balkanabat,39.5108,54.3671,65.62,29,2,8.43,TM,2022-04-01 21:29:19,clear sky
581,Wuxue,29.8506,115.5525,48.27,74,100,0.67,CN,2022-04-01 21:29:20,overcast clouds
582,Terrace,54.5163,-128.6035,42.71,93,100,19.57,CA,2022-04-01 21:27:47,light rain
583,Vagur,61.4732,-6.8119,37.69,60,74,11.77,FO,2022-04-01 21:29:21,broken clouds
584,Kangaatsiaq,68.3065,-53.4641,17.92,93,18,11.01,GL,2022-04-01 21:29:22,few clouds
585,Tecoanapa,16.5167,-98.75,83.52,48,64,10.47,MX,2022-04-01 21:29:22,broken clouds
586,Iquique,-20.2208,-70.1431,68.04,72,30,1.97,CL,2022-04-01 21:26:45,scattered clouds
587,Harindanga,22.0383,88.3214,80.26,82,94,14.45,IN,2022-04-01 21:29:23,overcast clouds
588,Kaura Namoda,12.5898,6.5779,86.25,8,2,6.98,NG,2022-04-01 21:29:23,clear sky
589,Maldonado,-34.6667,-54.9167,62.22,68,93,7.31,UY,2022-04-01 21:29:24,overcast clouds
590,Fabiansebestyen,46.6833,20.4667,42.19,88,88,8.7,HU,2022-04-01 21:29:24,overcast clouds
591,Nemuro,43.3236,145.575,27.68,79,57,10.09,JP,2022-04-01 21:29:25,broken clouds
592,Antalaha,-14.9003,50.2788,72.93,94,100,5.21,MG,2022-04-01 21:29:25,light rain
593,Edd,13.9297,41.6925,86.25,46,1,13.13,ER,2022-04-01 21:29:25,clear sky
594,Yuzhno-Kurilsk,44.0306,145.8556,28.08,72,77,3.15,RU,2022-04-01 21:29:26,broken clouds
595,Kavaratti,10.5669,72.642,82.22,75,30,7.56,IN,2022-04-01 21:30:27,scattered clouds
596,Aguimes,27.9054,-15.4461,62.65,63,40,15.01,ES,2022-04-01 21:30:27,scattered clouds
597,Chopda,21.25,75.3,82.36,31,0,6.46,IN,2022-04-01 21:30:28,clear sky
598,Rovinj,45.08,13.64,53.42,80,100,22.1,HR,2022-04-01 21:30:28,overcast clouds
599,Eqbaliyeh,35.3022,51.5358,66.02,22,1,3.09,IR,2022-04-01 21:30:29,clear sky
600,Le Pradet,43.1066,6.0172,44.29,58,0,28.77,FR,2022-04-01 21:30:29,clear sky
601,Marabba,12.35,32.1833,90.79,9,34,14.88,SD,2022-04-01 21:30:30,scattered clouds
602,Khovu-Aksy,51.1333,93.6,20.61,78,100,4.76,RU,2022-04-01 21:30:30,overcast clouds
603,Bhag,29.0415,67.8239,82.76,6,0,5.59,PK,2022-04-01 21:30:31,clear sky
604,Maceio,-9.6658,-35.7353,81.84,74,40,9.22,BR,2022-04-01 21:30:31,light rain
605,Meadow Lake,34.8014,-106.5436,66.67,20,98,21.61,US,2022-04-01 21:30:32,overcast clouds
606,Watsa,3.0372,29.5355,68.43,65,13,0.6,CD,2022-04-01 21:30:32,few clouds
607,Churapcha,62.0025,132.4325,13.33,95,98,8.1,RU,2022-04-01 21:30:33,light snow
608,Santa Maria,-29.6842,-53.8069,65.5,55,20,10.36,BR,2022-04-01 21:30:34,few clouds
609,Severnyy,50.677,36.5532,59.04,44,100,6.71,RU,2022-04-01 21:30:34,overcast clouds
610,Talaya,61.3833,152.75,1.36,92,100,5.37,RU,2022-04-01 21:30:35,overcast clouds
611,Voskevan,41.1202,45.0653,45.39,55,89,7.78,AM,2022-04-01 21:30:35,overcast clouds
612,Concarneau,47.875,-3.9225,39.99,72,7,10.2,FR,2022-04-01 21:30:36,clear sky
613,Vizinga,61.0749,50.1031,1.44,99,59,1.59,RU,2022-04-01 21:30:36,broken clouds
614,Hami,42.8,93.45,49.15,21,24,5.86,CN,2022-04-01 21:30:37,few clouds
615,Amli,20.2833,73.0167,74.19,65,0,3.67,IN,2022-04-01 21:30:38,clear sky
616,Yuksekova,37.5736,44.2872,33.28,57,18,3.06,TR,2022-04-01 21:30:38,few clouds
617,Padang,-0.9492,100.3543,74.64,68,1,4.85,ID,2022-04-01 21:30:39,clear sky
618,Itanagar,27.1,93.6167,68.45,88,94,3.69,IN,2022-04-01 21:30:39,overcast clouds
619,Lincoln,40.8,-96.667,65.25,33,0,21.85,US,2022-04-01 21:30:02,clear sky
620,Matiguas,12.8373,-85.4622,91.33,35,54,14.61,NI,2022-04-01 21:30:40,broken clouds
621,Kenai,60.5544,-151.2583,45.03,49,40,19.57,US,2022-04-01 21:30:40,scattered clouds
622,Luau,-10.7073,22.2247,65.82,94,33,2.66,AO,2022-04-01 21:25:58,scattered clouds
623,Gizo,-8.103,156.8419,79.93,82,100,9.57,SB,2022-04-01 21:30:41,light rain
624,Beeville,28.4008,-97.7483,87.3,34,0,14.97,US,2022-04-01 21:30:41,clear sky
625,Jiangyou,31.7667,104.7167,50.27,86,100,0.36,CN,2022-04-01 21:30:42,overcast clouds
626,Ambilobe,-13.2,49.05,72.9,94,98,1.68,MG,2022-04-01 21:30:42,overcast clouds
627,Karanpura,29.1018,75.092,76.3,9,0,1.72,IN,2022-04-01 21:30:43,clear sky
628,Kirkwall,58.9848,-2.9587,39.25,60,75,5.75,GB,2022-04-01 21:30:44,broken clouds
629,Khandbari,27.3747,87.2039,69.49,76,83,1.05,NP,2022-04-01 21:30:44,broken clouds
630,Seoul,37.5683,126.9778,35.2,81,0,6.91,KR,2022-04-01 21:29:28,clear sky
631,Mecca,21.4267,39.8261,78.4,35,1,2.15,SA,2022-04-01 21:30:45,clear sky
632,Lac Du Bonnet,50.2536,-96.0612,40.39,76,85,12.93,CA,2022-04-01 21:30:45,overcast clouds
633,Vaitape,-16.5167,-151.75,80.67,75,100,1.5,PF,2022-04-01 21:30:46,moderate rain
634,Tazovskiy,67.4667,78.7,1.76,100,92,8.12,RU,2022-04-01 21:30:46,overcast clouds
635,Ferme-Neuve,46.7001,-75.4493,31.17,81,100,11.99,CA,2022-04-01 21:30:47,overcast clouds
636,Suchil,23.6333,-103.9167,81.43,7,7,21.97,MX,2022-04-01 21:30:47,clear sky
637,Ajaccio,42.0,8.9167,42.85,53,75,24.16,FR,2022-04-01 21:30:47,broken clouds
638,Kardasova Recice,49.1848,14.8532,32.5,86,100,11.07,CZ,2022-04-01 21:30:48,overcast clouds
639,Oulainen,64.2667,24.8,14.95,97,73,4.18,FI,2022-04-01 21:30:48,broken clouds
640,Nelson Bay,-32.7167,152.15,63.09,74,98,20.18,AU,2022-04-01 21:30:49,overcast clouds
641,Svetlogorsk,52.6333,29.7333,33.73,97,100,12.62,BY,2022-04-01 21:30:49,overcast clouds
642,Togur,58.3631,82.8265,27.07,97,100,10.0,RU,2022-04-01 21:30:50,snow
643,Ndele,8.4109,20.6473,81.91,16,57,5.1,CF,2022-04-01 21:31:50,broken clouds
644,Vernon,50.2581,-119.2691,57.13,41,99,4.0,CA,2022-04-01 21:31:37,overcast clouds
645,Shieli,44.1667,66.75,54.34,38,42,6.29,KZ,2022-04-01 21:31:51,scattered clouds
646,Hays,30.0502,-98.0336,81.99,32,0,10.0,US,2022-04-01 21:31:52,clear sky
647,Bahia Blanca,-38.7196,-62.2724,66.52,34,95,11.16,AR,2022-04-01 21:29:03,overcast clouds
648,Gien,47.6933,2.6309,35.55,85,100,17.6,FR,2022-04-01 21:31:53,overcast clouds
649,De-Kastri,51.4667,140.7833,22.68,74,56,4.16,RU,2022-04-01 21:31:53,broken clouds
650,Yagodnoye,62.55,149.6667,0.57,88,100,3.44,RU,2022-04-01 21:31:54,overcast clouds
651,Filadelfia,39.9523,-75.1638,54.55,39,75,23.02,US,2022-04-01 21:27:31,broken clouds
652,Angoche,-16.2325,39.9086,77.67,81,5,3.42,MZ,2022-04-01 21:31:54,clear sky
653,Konya,38.1667,32.5,49.48,35,55,6.31,TR,2022-04-01 21:31:55,broken clouds
654,Rawson,-43.3002,-65.1023,79.2,15,15,15.48,AR,2022-04-01 21:29:45,few clouds
655,Santa Ana,33.7456,-117.8678,78.71,57,40,9.22,US,2022-04-01 21:28:15,haze
656,Ust-Uda,54.1742,103.0304,25.27,99,96,3.09,RU,2022-04-01 21:31:56,overcast clouds
657,Vilyuysk,63.7553,121.6247,10.56,99,100,2.21,RU,2022-04-01 21:31:56,overcast clouds
658,Kununurra,-15.7667,128.7333,69.78,94,79,4.61,AU,2022-04-01 21:31:57,light rain
659,Baymak,52.5933,58.3225,35.13,97,100,5.26,RU,2022-04-01 21:31:58,overcast clouds
660,Ambulu,-8.345,113.6058,75.72,89,96,2.28,ID,2022-04-01 21:31:58,overcast clouds
661,Simpang,-1.2667,104.0833,74.25,88,99,2.44,ID,2022-04-01 21:31:59,overcast clouds
662,Zasova,49.4741,18.0444,35.04,97,100,8.95,CZ,2022-04-01 21:31:59,light snow
663,Robertson,36.5167,-86.8667,55.38,47,0,6.91,US,2022-04-01 21:32:00,clear sky
664,Amga,60.8953,131.9608,16.88,95,97,3.87,RU,2022-04-01 21:32:00,overcast clouds
665,Port Hawkesbury,45.6169,-61.3485,55.35,94,100,9.22,CA,2022-04-01 21:32:01,overcast clouds
666,Cam Ranh,11.9214,109.1591,76.96,88,20,2.3,VN,2022-04-01 21:32:01,few clouds
667,Krasnoye,49.9145,24.6134,43.77,98,100,4.12,UA,2022-04-01 21:32:02,overcast clouds
668,Mashhad,36.297,59.6062,53.74,54,0,6.91,IR,2022-04-01 21:32:02,clear sky
669,Antofagasta,-23.65,-70.4,65.48,76,2,5.23,CL,2022-04-01 21:32:03,clear sky
670,Samana,19.2056,-69.3369,84.42,74,20,9.22,DO,2022-04-01 21:32:04,few clouds
671,Mandalgarh,25.2,75.1,77.23,9,0,2.26,IN,2022-04-01 21:32:04,clear sky
672,Jalingo,8.8833,11.3667,85.37,11,97,2.98,NG,2022-04-01 21:32:05,overcast clouds
673,High Level,58.5169,-117.136,17.71,73,100,6.91,CA,2022-04-01 21:30:17,light snow
674,Tessalit,20.1986,1.0114,85.93,10,100,7.83,ML,2022-04-01 21:32:06,overcast clouds
